         66773765 function calls (66611606 primitive calls) in 565.856 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       14    0.000    0.000    0.000    0.000 Image.py:614(__exit__)
       24    0.000    0.000    0.000    0.000 synchronize.py:90(_make_methods)
       54    0.000    0.000    0.000    0.000 transforms.py:2644(get_matrix)
      128    0.000    0.000    0.000    0.000 backend_bases.py:941(get_hatch)
        4    0.000    0.000    0.006    0.001 axis.py:1126(set_clip_path)
        7    0.000    0.000    0.000    0.000 base.py:218(name)
       14    0.000    0.000    0.000    0.000 patches.py:541(set_hatch)
        8    0.000    0.000    0.000    0.000 queues.py:204(_finalize_close)
       34    0.000    0.000    0.000    0.000 cbook.py:158(__setitem__)
        7    0.000    0.000    0.000    0.000 _codecs.py:283(encode)
        8    0.000    0.000    0.000    0.000 threading.py:816(_newname)
        7    0.000    0.000    0.014    0.002 compressed.py:672(_verify)
       94    0.000    0.000    0.000    0.000 Image.py:567(im)
       20    0.000    0.000    0.000    0.000 {method 'any' of 'numpy.ndarray' objects}
        5    0.000    0.000    0.000    0.000 _arraypad_impl.py:129(_set_pad_area)
        7    0.000    0.000    0.001    0.000 image.py:633(_prewriteto)
       20    0.000    0.000    0.000    0.000 transforms.py:2779(get_transformed_points_and_affine)
       46    0.000    0.000    0.000    0.000 enum.py:59(_is_sunder)
        2    0.000    0.000    0.000    0.000 _compiler.py:571(_code)
      128    0.000    0.000    0.000    0.000 backend_bases.py:968(get_sketch_params)
       16    0.000    0.000    0.000    0.000 <frozen _collections_abc>:104(_check_methods)
       18    0.000    0.000    0.000    0.000 Image.py:3388(_decompression_bomb_check)
       26    0.000    0.000    0.026    0.001 figure.py:1708(gca)
        4    0.000    0.000    0.007    0.002 axis.py:761(_set_scale)
       15    0.000    0.000    0.000    0.000 pathlib.py:420(_from_parsed_parts)
       91    0.000    0.000    0.000    0.000 base.py:1173(<lambda>)
       20    0.000    0.000    0.005    0.000 Image.py:344(preinit)
      128    0.000    0.000    0.000    0.000 backend_bases.py:960(get_hatch_linewidth)
        4    0.000    0.000    0.000    0.000 contextlib.py:555(__exit__)
       32    0.000    0.000    0.000    0.000 _binary.py:111(o32be)
        2    0.000    0.000    0.000    0.000 axis.py:2475(_update_offset_text_position)
       18    0.000    0.000    0.000    0.000 axis.py:1681(get_minor_ticks)
        2    0.000    0.000    0.005    0.003 __init__.py:2825(_create)
      100    0.000    0.000    0.000    0.000 axis.py:310(<genexpr>)
       12    0.000    0.000    0.000    0.000 _base.py:73(wrapper)
       26    0.000    0.000    0.000    0.000 transforms.py:279(p0)
      104    0.000    0.000    0.000    0.000 _stride_tricks_impl.py:477(_broadcast_arrays_dispatcher)
       42    0.000    0.000    0.000    0.000 <frozen _collections_abc>:845(__init__)
       22    0.000    0.000    0.000    0.000 offsetbox.py:273(set_offset)
       48    0.000    0.000    0.000    0.000 connection.py:130(__del__)
       66    0.000    0.000    0.000    0.000 backend_bases.py:853(set_dashes)
        2    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        7    0.000    0.000    0.000    0.000 copyreg.py:107(_slotnames)
       12    0.000    0.000    0.000    0.000 text.py:587(set_clip_box)
       86    0.000    0.000    0.000    0.000 backend_bases.py:926(set_snap)
       24    0.000    0.000    0.000    0.000 patches.py:395(set_facecolor)
        7    0.000    0.000    0.000    0.000 <frozen genericpath>:60(getsize)
        2    0.000    0.000    0.000    0.000 <frozen ntpath>:700(realpath)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        5    0.000    0.000    0.000    0.000 inspect.py:2097(_signature_bound_method)
       12    0.000    0.000    0.000    0.000 transforms.py:232(frozen)
       22    0.000    0.000    0.000    0.000 ImageTk.py:144(__str__)
        7    0.000    0.000    0.000    0.000 decorators.py:752(__get__)
        7    0.000    0.000    0.003    0.000 column.py:1518(_init_from_sequence)
       20    0.000    0.000    0.000    0.000 markers.py:290(get_joinstyle)
        1    0.000    0.000    0.002    0.002 filedialog.py:1(<module>)
        1    0.000    0.000    0.001    0.001 simpledialog.py:1(<module>)
       32    0.000    0.000    0.000    0.000 queues.py:137(put_nowait)
        2    0.000    0.000    0.000    0.000 {built-in method _abc._abc_init}
       44    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 __init__.py:1377(getLogger)
       13    0.000    0.000    0.000    0.000 weakref.py:367(__init__)
       25    0.000    0.000    0.001    0.000 __init__.py:226(compile)
       14    0.000    0.000    0.000    0.000 spines.py:135(get_patch_transform)
        8    0.000    0.000    0.001    0.000 axis.py:234(set_clip_path)
        6    0.000    0.000    0.027    0.004 pyplot.py:359(_get_backend_mod)
       16    0.000    0.000    0.000    0.000 legend_handler.py:193(get_xdata)
       48    0.000    0.000    0.000    0.000 util.py:44(sub_debug)
        1    0.000    0.000    0.001    0.001 queue.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _backend_tk.py:765(_get_color)
        4    0.000    0.000    0.000    0.000 {method 'getvar' of '_tkinter.tkapp' objects}
       23    0.000    0.000    0.000    0.000 {method 'fileno' of '_io.BufferedReader' objects}
       34    0.000    0.000    0.000    0.000 transforms.py:2377(__eq__)
       88    0.000    0.000    0.000    0.000 process.py:37(current_process)
       32    0.000    0.000    0.000    0.000 context.py:197(get_start_method)
       28    0.000    0.000    0.000    0.000 pathlib.py:583(name)
        2    0.000    0.000    0.011    0.005 pyplot.py:1171(close)
        2    0.000    0.000    0.134    0.067 backend_bases.py:1772(new_manager)
        6    0.000    0.000    0.000    0.000 patches.py:654(get_window_extent)
        7    0.000    0.000    0.013    0.002 <frozen importlib._bootstrap_external>:1286(create_module)
       51    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
       26    0.000    0.000    0.000    0.000 figure.py:102(current)
        4    0.000    0.000    0.000    0.000 axis.py:1999(set_minor_locator)
        2    0.000    0.000    0.027    0.013 pyplot.py:526(_warn_if_gui_out_of_main_thread)
        7    0.000    0.000    0.000    0.000 card.py:1300(_format_float)
       14    0.000    0.000    0.000    0.000 compressed.py:468(_data_shape)
        4    0.000    0.000    0.000    0.000 _backend_tk.py:913(set_history_buttons)
        1    0.000    0.000    0.000    0.000 ImageOps.py:1(<module>)
      4/2    0.000    0.000    0.000    0.000 _compiler.py:37(_compile)
       16    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingEncoder' objects}
       32    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        3    0.000    0.000    0.000    0.000 backend_bases.py:3551(export)
       80    0.000    0.000    0.000    0.000 text.py:894(get_horizontalalignment)
        1    0.000    0.000    0.000    0.000 __init__.py:212(_get_version)
        5    0.000    0.000    0.000    0.000 _interpolate.py:526(_evaluate)
        8    0.000    0.000    0.001    0.000 process.py:69(__init__)
        4    0.000    0.000    0.000    0.000 _backend_tk.py:855(_Spacer)
       91    0.000    0.000    0.000    0.000 contextlib.py:431(__enter__)
       20    0.000    0.000    0.000    0.000 _arraypad_impl.py:33(_slice_at_axis)
        6    0.000    0.000    0.000    0.000 cbook.py:800(__init__)
        2    0.000    0.000    0.000    0.000 patches.py:2312(__new__)
       12    0.000    0.000    0.000    0.000 backend_bases.py:2227(mpl_connect)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
       44    0.000    0.000    0.000    0.000 __init__.py:1593(_root)
       17    0.000    0.000    0.000    0.000 pathlib.py:447(__fspath__)
        5    0.000    0.000    0.000    0.000 _interpolate.py:416(fill_value)
       39    0.000    0.000    0.000    0.000 {built-in method sys.getrefcount}
       32    0.000    0.000    0.000    0.000 cbook.py:1734(sanitize_sequence)
        2    0.000    0.000    0.000    0.000 backend_bases.py:1944(get_width_height)
       14    0.000    0.000    0.000    0.000 patches.py:521(set_joinstyle)
        1    0.000    0.000    0.000    0.000 synchronize.py:1(<module>)
       18    0.000    0.000    0.000    0.000 {method 'setimage' of 'ImagingDecoder' objects}
        4    0.000    0.000    0.000    0.000 _base.py:221(set_prop_cycle)
        5    0.000    0.000    0.000    0.000 _polyint.py:53(__init__)
        4    0.000    0.000    0.006    0.002 ImageTk.py:42(_get_image_from_kw)
       23    0.000    0.000    0.000    0.000 {built-in method _weakref.proxy}
        8    0.000    0.000    0.001    0.000 spines.py:293(draw)
        8    0.000    0.000    0.000    0.000 process.py:73(close)
       33    0.000    0.000    0.000    0.000 {method 'join' of 'bytes' objects}
       24    0.000    0.000    0.000    0.000 arrayprint.py:1297(__call__)
       30    0.000    0.000    0.000    0.000 util.py:347(fileobj_name)
       14    0.000    0.000    0.000    0.000 base.py:1040(<lambda>)
        5    0.000    0.000    0.000    0.000 {method 'take' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 figure.py:2677(set_layout_engine)
       28    0.000    0.000    0.000    0.000 header.py:2083(__iter__)
       72    0.000    0.000    0.000    0.000 artist.py:594(get_url)
       80    0.000    0.000    0.000    0.000 patches.py:821(rotation_point)
       16    0.000    0.000    0.003    0.000 legend_handler.py:83(_default_update_prop)
       14    0.000    0.000    0.000    0.000 util.py:374(fileobj_closed)
        1    0.000    0.000    0.000    0.000 spawn.py:1(<module>)
       40    0.000    0.000    0.000    0.000 {built-in method math.isfinite}
       20    0.000    0.000    0.000    0.000 lines.py:942(get_markeredgecolor)
        1    0.000    0.000    0.000    0.000 PpmImagePlugin.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.generic' objects}
       16    0.000    0.000    0.000    0.000 patches.py:318(get_patch_transform)
       42    0.000    0.000    0.000    0.000 backend_agg.py:244(get_canvas_width_height)
        2    0.000    0.000    0.000    0.000 _parser.py:962(parse)
        5    0.000    0.000    0.000    0.000 _arraypad_impl.py:58(_view_roi)
       16    0.000    0.000    0.000    0.000 patches.py:349(set_antialiased)
        2    0.000    0.000    0.000    0.000 gridspec.py:736(__init__)
        8    0.000    0.000    0.000    0.000 dtype.py:64(dtype_limits)
        4    0.000    0.000    0.001    0.000 qt_compat.py:66(_setup_pyqt5plus)
       32    0.000    0.000    0.000    0.000 colors.py:236(_has_alpha_channel)
       12    0.000    0.000    0.000    0.000 ticker.py:1712(nonsingular)
        1    0.000    0.000    0.000    0.000 _backend_tk.py:162(FigureCanvasTk)
        1    0.000    0.000    0.000    0.000 backend_gtk4.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _compiler.py:738(compile)
       21    0.000    0.000    0.000    0.000 util.py:809(_extract_number)
        2    0.000    0.000    0.000    0.000 gridspec.py:551(_from_subplot_args)
       20    0.000    0.000    0.000    0.000 markers.py:345(get_transform)
       10    0.000    0.000    0.000    0.000 _arraypad_impl.py:109(<genexpr>)
       32    0.000    0.000    0.000    0.000 {method 'get' of '_contextvars.ContextVar' objects}
        7    0.000    0.000    0.000    0.000 typing.py:1162(__setattr__)
        4    0.000    0.000    0.000    0.000 scale.py:699(scale_factory)
        1    0.000    0.000    0.001    0.001 popen_spawn_win32.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
       40    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 enum.py:500(__prepare__)
        4    0.000    0.000    0.000    0.000 __init__.py:3059(_setup)
        4    0.000    0.000    0.000    0.000 ticker.py:2054(__init__)
        2    0.000    0.000    0.162    0.081 pyplot.py:549(new_figure_manager)
       44    0.000    0.000    0.000    0.000 image.py:126(<genexpr>)
       16    0.000    0.000    0.000    0.000 _base.py:326(_setdefaults)
       58    0.000    0.000    0.000    0.000 __init__.py:4076(__str__)
       15    0.000    0.000    0.000    0.000 header.py:522(block_iter)
        2    0.000    0.000    0.000    0.000 font.py:69(__init__)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1452(_path_hooks)
        3    0.000    0.000    0.000    0.000 functools.py:35(update_wrapper)
        7    0.000    0.000    0.000    0.000 column.py:1744(_recformats)
        2    0.000    0.000    0.000    0.000 _base.py:3551(set_xlabel)
        5    0.000    0.000    0.000    0.000 _polyint.py:136(_set_dtype)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        8    0.000    0.000    0.000    0.000 {method 'globalsetvar' of '_tkinter.tkapp' objects}
        8    0.000    0.000    0.000    0.000 axis.py:2360(setter)
        7    0.000    0.000    0.000    0.000 _quantization.py:35(__init__)
       44    0.000    0.000    0.000    0.000 compressed.py:398(compression_type)
        2    0.000    0.000    0.000    0.000 legend.py:632(set_loc)
        8    0.000    0.000    0.008    0.001 axis.py:534(__get__)
        1    0.000    0.000    0.000    0.000 __init__.py:3599(Text)
        1    0.000    0.000    0.000    0.000 backend_gtk3.py:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:432(_register)
       53    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:412(__init__)
        2    0.000    0.000    0.000    0.000 patches.py:2579(__call__)
        2    0.000    0.000    0.000    0.000 _base.py:803(set_subplotspec)
       40    0.000    0.000    0.000    0.000 enum.py:1271(name)
        2    0.000    0.000    0.000    0.000 gridspec.py:212(__getitem__)
        6    0.000    0.000    0.000    0.000 __init__.py:3177(__init__)
